objectid,cdmid,title,format,thumb,images,source,date,creator,subjects,generalnote,sourceofdescription
special1,1,"News Release (April 1, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/49/00001/News_Release_Apr_01_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/49/00001/News_Release_Apr_01_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000349,"April 1, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special2,2,"News Release (April 1, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/41/00001/News_Release_Apr_01_1968_Whitethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/41/00001/News_Release_Apr_01_1968_White.pdf,http://ncf.sobek.ufl.edu/NCF0000741,"April 1, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special3,3,"News Release (April 10, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/73/00001/News_Release_Apr_10_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/73/00001/News_Release_Apr_10_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000073,"April 10, 1964",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special4,4,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/52/00001/News_Release_Apr_10_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/52/00001/News_Release_Apr_10_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000352,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special5,5,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/53/00001/News_Release_Apr_10_1966_Book_Giftthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/53/00001/News_Release_Apr_10_1966_Book_Gift.pdf,http://ncf.sobek.ufl.edu/NCF0000353,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special6,6,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/54/00001/News_Release_Apr_10_1966_Brintonthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/54/00001/News_Release_Apr_10_1966_Brinton.pdf,http://ncf.sobek.ufl.edu/NCF0000354,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special7,7,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/55/00001/News_Release_Apr_10_1966_Marx_Collectionthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/55/00001/News_Release_Apr_10_1966_Marx_Collection.pdf,http://ncf.sobek.ufl.edu/NCF0000355,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes one page news release distribution sheet.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special8,8,"News Release (April 11, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/83/00001/News_Release_Apr_11_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/83/00001/News_Release_Apr_11_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000183,"April 11, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special9,9,"News Release (April 11, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/84/00001/News_Release_Apr_11_1965_Toynbee_Farewellthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/84/00001/News_Release_Apr_11_1965_Toynbee_Farewell.pdf,http://ncf.sobek.ufl.edu/NCF0000184,"April 11, 1965",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special10,10,"News Release (April 11, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/23/00001/News_Release_Apr_11_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/23/00001/News_Release_Apr_11_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000523,"April 11, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special11,11,"News Release (April 11, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/47/00001/News_Release_Apr_11_1968_Hometownthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/47/00001/News_Release_Apr_11_1968_Hometown.pdf,http://ncf.sobek.ufl.edu/NCF0000747,"April 11, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special12,12,"News Release (April 11, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/48/00001/News_Release_Apr_11_1968_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/48/00001/News_Release_Apr_11_1968_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000748,"April 11, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special13,13,"News Release (April 12, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/56/00001/News_Release_Apr_12_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/56/00001/News_Release_Apr_12_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000356,"April 12, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special14,14,"News Release (April 12, 1972)",application/pdf,http://ncf.sobek.ufl.edu/content/AA/00/02/58/42/00001/ESP402_001_002_00013thm.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/42/00001/ESP402_001_002_00013.pdf,http://ncf.sobek.ufl.edu/AA00025842,"April 12, 1972",New College of Florida,History;Environmental Studies Program;Planning,Three page news release.,
special15,15,"News Release (April 13, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/74/00001/News_Release_Apr_13_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/74/00001/News_Release_Apr_13_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000074,"April 13, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special16,16,"News Release (April 13, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/57/00001/News_Release_Apr_13_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/57/00001/News_Release_Apr_13_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000357,"April 13, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release. Includes Western Union telegram. ,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special17,17,"News Release (April 13, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/24/00001/News_Release_Apr_13_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/24/00001/News_Release_Apr_13_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000524,"April 13, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special18,18,"News Release (April 14, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/49/00001/News_Release_Apr_14_1968_Dialogsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/49/00001/News_Release_Apr_14_1968_Dialogs.pdf,http://ncf.sobek.ufl.edu/NCF0000749,"April 14, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special19,19,"News Release (April 15, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/85/00001/News_Release_Apr_15_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/85/00001/News_Release_Apr_15_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000185,"April 15, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special20,20,"News Release (April 16, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/25/00001/News_Release_Apr_16_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/25/00001/News_Release_Apr_16_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000525,"April 16, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special21,21,"News Release (April 1, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/49/00001/News_Release_Apr_01_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/49/00001/News_Release_Apr_01_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000349,"April 1, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special22,22,"News Release (April 1, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/41/00001/News_Release_Apr_01_1968_Whitethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/41/00001/News_Release_Apr_01_1968_White.pdf,http://ncf.sobek.ufl.edu/NCF0000741,"April 1, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special23,23,"News Release (April 10, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/73/00001/News_Release_Apr_10_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/73/00001/News_Release_Apr_10_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000073,"April 10, 1964",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special24,24,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/52/00001/News_Release_Apr_10_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/52/00001/News_Release_Apr_10_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000352,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special25,25,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/53/00001/News_Release_Apr_10_1966_Book_Giftthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/53/00001/News_Release_Apr_10_1966_Book_Gift.pdf,http://ncf.sobek.ufl.edu/NCF0000353,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special26,26,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/54/00001/News_Release_Apr_10_1966_Brintonthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/54/00001/News_Release_Apr_10_1966_Brinton.pdf,http://ncf.sobek.ufl.edu/NCF0000354,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special27,27,"News Release (April 10, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/55/00001/News_Release_Apr_10_1966_Marx_Collectionthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/55/00001/News_Release_Apr_10_1966_Marx_Collection.pdf,http://ncf.sobek.ufl.edu/NCF0000355,"April 10, 1966",New College of Florida,History;Planning;Records and correspondence,One page news release. Includes one page news release distribution sheet.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special28,28,"News Release (April 11, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/83/00001/News_Release_Apr_11_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/83/00001/News_Release_Apr_11_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000183,"April 11, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special29,29,"News Release (April 11, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/84/00001/News_Release_Apr_11_1965_Toynbee_Farewellthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/84/00001/News_Release_Apr_11_1965_Toynbee_Farewell.pdf,http://ncf.sobek.ufl.edu/NCF0000184,"April 11, 1965",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special30,30,"News Release (April 11, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/23/00001/News_Release_Apr_11_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/23/00001/News_Release_Apr_11_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000523,"April 11, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special31,31,"News Release (April 11, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/47/00001/News_Release_Apr_11_1968_Hometownthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/47/00001/News_Release_Apr_11_1968_Hometown.pdf,http://ncf.sobek.ufl.edu/NCF0000747,"April 11, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special32,32,"News Release (April 11, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/48/00001/News_Release_Apr_11_1968_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/48/00001/News_Release_Apr_11_1968_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000748,"April 11, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special33,33,"News Release (April 12, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/56/00001/News_Release_Apr_12_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/56/00001/News_Release_Apr_12_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000356,"April 12, 1966",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special34,34,"News Release (April 12, 1972)",application/pdf,http://ncf.sobek.ufl.edu/content/AA/00/02/58/42/00001/ESP402_001_002_00013thm.jpg,http://ncf.sobek.ufl.edu/content/AA/00/02/58/42/00001/ESP402_001_002_00013.pdf,http://ncf.sobek.ufl.edu/AA00025842,"April 12, 1972",New College of Florida,History;Environmental Studies Program;Planning,Three page news release.,
special35,35,"News Release (April 13, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/74/00001/News_Release_Apr_13_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/74/00001/News_Release_Apr_13_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000074,"April 13, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special36,36,"News Release (April 13, 1966)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/57/00001/News_Release_Apr_13_1966thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/03/57/00001/News_Release_Apr_13_1966.pdf,http://ncf.sobek.ufl.edu/NCF0000357,"April 13, 1966",New College of Florida,History;Planning;Records and correspondence,Three page news release. Includes Western Union telegram. ,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special37,37,"News Release (April 13, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/24/00001/News_Release_Apr_13_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/24/00001/News_Release_Apr_13_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000524,"April 13, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special38,38,"News Release (April 14, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/49/00001/News_Release_Apr_14_1968_Dialogsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/49/00001/News_Release_Apr_14_1968_Dialogs.pdf,http://ncf.sobek.ufl.edu/NCF0000749,"April 14, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special39,39,"News Release (April 15, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/85/00001/News_Release_Apr_15_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/85/00001/News_Release_Apr_15_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000185,"April 15, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special40,40,"News Release (April 16, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/25/00001/News_Release_Apr_16_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/05/25/00001/News_Release_Apr_16_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000525,"April 16, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special41,41,"News Release (April 16, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/50/00001/News_Release_Apr_16_1968_Stephanskythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/50/00001/News_Release_Apr_16_1968_Stephansky.pdf,http://ncf.sobek.ufl.edu/NCF0000750,"April 16, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special42,42,"News Release (April 18, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/86/00001/News_Release_Apr_18_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/86/00001/News_Release_Apr_18_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000186,"April 18, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special43,43,"News Release (April 18, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/51/00001/News_Release_Apr_18_1968_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/51/00001/News_Release_Apr_18_1968_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000751,"April 18, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special44,44,"News Release (April 18, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/52/00001/News_Release_Apr_18_1968_Psychologythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/52/00001/News_Release_Apr_18_1968_Psychology.pdf,http://ncf.sobek.ufl.edu/NCF0000752,"April 18, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special45,45,"News Release (April 19, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/75/00001/News_Release_Apr_19_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/75/00001/News_Release_Apr_19_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000075,"April 19, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special46,46,"News Release (April 19, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/76/00001/News_Release_Apr_19_1964_Conferencethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/76/00001/News_Release_Apr_19_1964_Conference.pdf,http://ncf.sobek.ufl.edu/NCF0000076,"April 19, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
